bank_id,application_id,account_number_masked,ifsc,bank_name,verification_status
BNK102241,APP22370423,XXXXXXXX0281,NVVM0995141,AXIS BANK,verified
BNK101959,APP82734005,XXXXXXXX1204,UHBS0501577,axis bank,verified
BNK384452,APP62491365,XXXXXXXX7556,KULL0761055,kotak bank,Verified
BNK596392,APP05284357,XXXXXXXX5815,KMUU0124286,state bank of india,verified
BNK492181,APP77161852,XXXXXXXX4006,CGKQ0745743,punjab national bank,verified
BNK348709,APP12619132,XXXXXXXX0061,HFME0795648,AXIS BANK,verified
BNK712969,APP26698423,XXXXXXXX1708,TFEA0693334,Punjab National Bank,verified
BNK538855,APP47714989,XXXXXXXX1868,XFOP0729436,axis bank,Verified
BNK229696,APP17474665,XXXXXXXX0534,lwkv0845934,Hdfc bank Ltd,Verified
BNK060741,APP71596773,XXXXXXXX4398,NTDM0797394,State Bank of India,verified
BNK589465,APP62958712,XXXXXXXX0234,VZLI0108910,axis bank,Verified
BNK980070,APP07889080,XXXXXXXX8240,NWHK0272226,axis bank,Verified
BNK575501,APP60842428,XXXXXXXX3643,KDJD0221852,Punjab National Bank,verified
BNK538311,APP66376926,XXXXXXXX9321,ANCA0980271,Axis Bank,verified
BNK300928,APP73784195,XXXXXXXX6066,QSYS0999426,kotak bank,verified
BNK900051,APP17035435,XXXXXXXX6151,CDQQ0789084,S.B.I.,Verified
BNK590913,APP31811750,XXXXXXXX7188,HLDK0762438,kotak bank,verified
BNK697956,APP47496752,XXXXXXXX2940,LTME0763152,Kotak Mahindra,Verified
BNK026814,APP21462633,XXXXXXXX0030,GHKZ0840203,SBI,Verified
BNK919382,APP05416508,XXXXXXXX7653,KYEM0115590,Kotak Mahindra Bank,verified
BNK029471,APP92821993,XXXXXXXX1470,XAUN0917718,punjab national bank,Verified
BNK557589,APP54889147,XXXXXXXX0114,FNUJ0798921,hdfc bank,Verified
BNK942287,APP93612255,XXXXXXXX7356,QRBC0159039,HDFC Bank,verified
BNK082564,APP81380947,XXXXXXXX4044,EVPM0944962,S.B.I.,verified
BNK059243,APP70894855,XXXXXXXX0833,VENS0769619,kotak bank,Verified
BNK208106,APP40550924,XXXXXXXX4342,KYWP0001751,PNB,verified
BNK255657,APP07154667,XXXXXXXX2943,ARVR0631488,hdfc bank,Verified
BNK822961,APP77459754,XXXXXXXX3503,TBYX0597862,S.B.I.,Verified
BNK657079,APP49212067,XXXXXXXX4830,KTRU0043361,axis bank,Verified
BNK857954,APP06951569,XXXXXXXX5319,MGXT0887374,hdfc bank,Verified
BNK044491,APP84595451,XXXXXXXX0360,ORAG0585982,PNB,Verified
BNK618401,APP56759892,XXXXXXXX8453,DZDM0970806,punjab national bank,Verified
BNK021410,APP38894106,XXXXXXXX1123,GWPJ0675894,SBI,Verified
BNK445887,APP99095858,XXXXXXXX8652,HKGS0425261,Punjab National Bank,Verified
BNK161185,APP70344866,XXXXXXXX8137,IYJQ0609676,punjab national bank,verified
BNK646728,APP37793486,XXXXXXXX4395,GYUY0550457,punjab national bank,verified
BNK891930,APP36673942,XXXXXXXX4188,UAQR0863373,Kotak Mahindra Bank,Verified
BNK377666,APP98518778,XXXXXXXX1070,VGJP0261588,hdfc bank,verified
BNK427931,APP92240580,XXXXXXXX1668,MQMP0225471,Punjab National Bank,Verified
BNK607169,APP41712485,XXXXXXXX0412,KBKQ0560392,ICICI Bank,verified
BNK570726,APP94375157,XXXXXXXX1799,lbuq0075909,hdfc bank,Verified
BNK000096,APP05418291,XXXXXXXX4285,cwok0450345,icici bank,Verified
BNK197779,APP95794821,XXXXXXXX6592,KPKR0269884,Kotak Mahindra Bank,verified
BNK590141,APP38658090,XXXXXXXX4298,NLES0696662,hdfc bank,Verified
BNK290181,APP30461708,XXXXXXXX1289,VCOP0768783,PNB,Verified
BNK880828,APP85873628,XXXXXXXX8026,JDMI0683950,Kotak Mahindra,verified
BNK333402,APP48015886,XXXXXXXX6761,UWHV0495365,punjab national bank,verified
BNK479641,APP20600199,XXXXXXXX3141,LOXJ0109890,Kotak Mahindra Bank,verified
BNK722890,APP92836499,XXXXXXXX0519,ASAW0687939,HDFC Bank,verified
BNK356314,APP19316024,XXXXXXXX9420,WEMW0600265,axis bank,verified
BNK738508,APP87785921,XXXXXXXX8797,BXBE0879422,PNB,verified
BNK642508,APP93801367,XXXXXXXX5257,VPRB0483595,state bank of india,Verified
BNK172848,APP07166505,XXXXXXXX8790,WIPE0071401,AXIS BANK,Verified
BNK047676,APP48957409,XXXXXXXX6489,TRFJ0076644,hdfc bank,Verified
BNK566034,APP56648258,XXXXXXXX0364,saix0107348,state bank of india,verified
BNK869060,APP25449630,XXXXXXXX9196,NGEM0735460,state bank of india,verified
BNK543243,APP50901875,XXXXXXXX8202,KWDF0282277,HDFC Bank,Verified
BNK161202,APP42021868,XXXXXXXX3821,VRYO0767997,Kotak Mahindra,Verified
BNK158306,APP71815268,XXXXXXXX6160,gcac0539804,State Bank of India,Verified
BNK443792,APP89910471,XXXXXXXX6027,XRUO0559162,Kotak Mahindra,Verified
BNK272914,APP11654301,XXXXXXXX7437,PCYX0747733,Kotak Mahindra Bank,Verified
BNK709190,APP85241658,XXXXXXXX0651,PDDT0430754,Icici Bank Ltd,Verified
BNK886054,APP93877104,XXXXXXXX4840,FDRF0475047,Kotak Mahindra,verified
BNK954891,APP26774894,XXXXXXXX2289,LWMY0140297,PNB,verified
BNK217499,APP85989759,XXXXXXXX9250,MACB0313147,S.B.I.,Verified
BNK872716,APP06113835,XXXXXXXX2116,GQUR0113794,S.B.I.,verified
BNK996762,APP76749973,XXXXXXXX5495,MHHG0669802,AXIS BANK,Verified
BNK037323,APP30444400,XXXXXXXX6939,WGGC0167942,HDFC BANK,Verified
BNK919079,APP52060398,XXXXXXXX7161,FNDB0386588,Kotak Mahindra Bank,Verified
BNK024093,APP16376255,XXXXXXXX3241,UECC0461535,SBI,verified
BNK537743,APP06523381,XXXXXXXX7264,WCER0197119,icici bank,Verified
BNK834825,APP59901199,XXXXXXXX8934,MLZL0578529,HDFC BANK,verified
BNK051289,APP63853418,XXXXXXXX4074,HLLJ0969738,icici bank,Verified
BNK139359,APP84711400,XXXXXXXX9392,DQFU0968557,HDFC Bank,verified
BNK696702,APP26553907,XXXXXXXX4384,RVDC0519191,icici bank,verified
BNK261333,APP46353484,XXXXXXXX5096,LGXG0075845,Hdfc bank Ltd,Verified
BNK460888,APP53818352,XXXXXXXX9620,OEQY0809133,Axis Bank,Verified
BNK651793,APP74249990,XXXXXXXX9405,ZXYW0906484,kotak bank,verified
BNK139584,APP51117725,XXXXXXXX2806,VWIV0013231,ICICI BANK,verified
BNK624831,APP78524440,XXXXXXXX0366,RYBG0839841,icici bank,Verified
BNK085291,APP39222796,XXXXXXXX0876,HVNL0458905,ICICI Bank,Verified
BNK202196,APP42014809,XXXXXXXX6307,MPWN0449770,ICICI Bank,verified
BNK437120,APP81916303,XXXXXXXX8899,KZQN0316269,PNB,Verified
BNK653701,APP87531224,XXXXXXXX1483,AFBZ0299726,PNB,Verified
BNK965918,APP95373936,XXXXXXXX6230,WYJC0163976,hdfc bank,verified
BNK750236,APP76746163,XXXXXXXX9251,VPVT0899941,Hdfc bank Ltd,verified
BNK870341,APP12814671,XXXXXXXX0556,OMEC0250143,state bank of india,Verified
BNK103940,APP33081006,XXXXXXXX4781,OYXS0331834,Punjab National Bank,verified
BNK104477,APP74104933,XXXXXXXX0208,ICSK0329608,PNB,verified
BNK238739,APP31095373,XXXXXXXX4402,EJEO0100745,axis bank,verified
BNK370542,APP58020374,XXXXXXXX9382,IRMV0281065,icici bank,verified
BNK562223,APP17088681,XXXXXXXX3006,TBAR0010058,kotak bank,verified
BNK182396,APP20554157,XXXXXXXX6363,HTFD0584254,Punjab National Bank,verified
BNK427190,APP88262198,XXXXXXXX2707,GGJE0305856,SBI,Verified
BNK488247,APP42522569,XXXXXXXX7795,IVWL0012679,hdfc bank,verified
BNK773406,APP17292242,XXXXXXXX5011,AANO0452329,Kotak Mahindra,verified
BNK887204,APP99913630,XXXXXXXX7314,LMWJ0488219,AXIS BANK,verified
BNK105689,APP76088768,XXXXXXXX5067,NRJJ0220523,PNB,Verified
BNK478385,APP24027853,XXXXXXXX3661,TYST0929845,AXIS BANK,Verified
BNK815562,APP15724008,XXXXXXXX4467,KKEK0438375,state bank of india,verified
BNK305081,APP68580526,XXXXXXXX9889,XNZK0951145,Hdfc bank Ltd,Verified
BNK061684,APP53407817,XXXXXXXX5211,KYVU0180814,Punjab National Bank,verified
BNK196046,APP87451806,XXXXXXXX1559,DKUA0937138,hdfc bank,verified
BNK703906,APP35707217,XXXXXXXX2542,RJMQ0654417,HDFC Bank,Verified
BNK524374,APP71410708,XXXXXXXX2675,VNXK0629435,Icici Bank Ltd,Verified
BNK946094,APP64669183,XXXXXXXX5411,LHBK0439372,axis bank,verified
BNK416612,APP67531186,XXXXXXXX3051,IZMO0953160,PNB,verified
BNK478835,APP40292044,XXXXXXXX2512,AAHA0509497,state bank of india,Verified
BNK737754,APP49223704,XXXXXXXX1679,XZJV0489096,HDFC BANK,verified
BNK800935,APP77828226,XXXXXXXX9311,UUQL0803641,HDFC Bank,verified
BNK878395,APP55639725,XXXXXXXX0217,UWAA0534630,ICICI BANK,Verified
BNK542191,APP40975767,XXXXXXXX2144,QXQE0614512,icici bank,verified
BNK119236,APP54014478,XXXXXXXX7526,CMWV0364811,S.B.I.,verified
BNK163808,APP32316199,XXXXXXXX1310,SXEW0656271,ICICI Bank,Verified
BNK616416,APP77328679,XXXXXXXX2858,WBNA0461533,S.B.I.,verified
BNK377434,APP52181561,XXXXXXXX3168,UWEW0463155,State Bank of India,Verified
BNK277001,APP04318383,XXXXXXXX1860,gbjk0901785,Punjab National Bank,Verified
BNK007694,APP49010531,XXXXXXXX0610,DRJX0649766,Punjab National Bank,Verified
BNK704793,APP52751944,XXXXXXXX2584,FKIR0617435,kotak bank,verified
BNK279492,APP03786056,XXXXXXXX6058,GHCH0613036,S.B.I.,Verified
BNK491568,APP25188188,XXXXXXXX4440,WSNU0514739,S.B.I.,verified
BNK105300,APP44630806,XXXXXXXX9230,IGDV0694271,Kotak Mahindra,Verified
BNK606397,APP15438853,XXXXXXXX9764,VIXH0333284,punjab national bank,verified
BNK540994,APP28233716,XXXXXXXX0357,JASO0499680,Kotak Mahindra Bank,verified
BNK608526,APP09611085,XXXXXXXX2114,KDXF0632049,Axis Bank,Verified
BNK184927,APP24339467,XXXXXXXX0664,TSTJ0978583,SBI,verified
BNK074463,APP78279872,XXXXXXXX6884,PJWT0600481,Kotak Mahindra Bank,Verified
BNK493328,APP02149444,XXXXXXXX2773,KHJK0951130,AXIS BANK,verified
BNK149879,APP67873907,XXXXXXXX3180,ONYX0794327,HDFC Bank,Verified
BNK812531,APP42581156,XXXXXXXX7823,KQOP0171744,hdfc bank,Verified
BNK338680,APP54538340,XXXXXXXX4915,HYRO0044565,ICICI Bank,Verified
BNK506025,APP75138217,XXXXXXXX6033,RLXQ0967130,Kotak Mahindra,Verified
BNK473756,APP66397286,XXXXXXXX9311,IRZV0189423,Kotak Mahindra Bank,verified
BNK080801,APP42546709,XXXXXXXX9039,NLZB0895099,PNB,verified
BNK503561,APP92029901,XXXXXXXX1137,GRSJ0493085,icici bank,Verified
BNK434362,APP76485199,XXXXXXXX2543,QNLG0049880,HDFC Bank,verified
BNK914750,APP63548472,XXXXXXXX6547,FLIO0370265,SBI,Verified
BNK418402,APP46008465,XXXXXXXX8371,NMYL0058962,S.B.I.,Verified
BNK927758,APP07085072,XXXXXXXX9996,DVSJ0396237,kotak bank,verified
BNK968088,APP99109107,XXXXXXXX9796,STCQ0876648,ICICI Bank,Verified
BNK053515,APP03835141,XXXXXXXX9907,ZFCZ0155137,PNB,Verified
BNK866102,APP98321984,XXXXXXXX5622,JXLF0392465,icici bank,Verified
BNK698681,APP13412521,XXXXXXXX4956,TJBY0763801,axis bank,Verified
BNK118897,APP41989219,XXXXXXXX2649,VAGB0100212,Kotak Mahindra,Verified
BNK247656,APP35252748,XXXXXXXX1080,lyez0255496,punjab national bank,verified
BNK056447,APP77339647,XXXXXXXX6516,IRCS0652112,Axis Bank,Verified
BNK557613,APP69360525,XXXXXXXX3981,DMII0339556,State Bank of India,verified
BNK547595,APP83349858,XXXXXXXX0162,RLXB0734586,ICICI BANK,verified
BNK122931,APP30148002,XXXXXXXX0049,XWQF0290355,icici bank,Verified
BNK076568,APP76452423,XXXXXXXX2711,KNJD0802542,state bank of india,Verified
BNK670738,APP29226769,XXXXXXXX8431,UHSO0011343,S.B.I.,Verified
BNK180137,APP57798195,XXXXXXXX8270,AIQC0908369,kotak bank,verified
BNK900811,APP77539824,XXXXXXXX1072,NCNF0683422,AXIS BANK,verified
BNK592331,APP25033764,XXXXXXXX2749,RXHT0089611,SBI,verified
BNK888609,APP33342824,XXXXXXXX3986,fper0423793,icici bank,Verified
BNK024081,APP61272491,XXXXXXXX5764,BKKC0300084,Punjab National Bank,Verified
BNK218769,APP51245793,XXXXXXXX0299,EXQR0602137,icici bank,verified
BNK641898,APP90633135,XXXXXXXX6611,SDXF0492389,Axis Bank,verified
BNK734545,APP86408747,XXXXXXXX6947,EYQB0364492,Hdfc bank Ltd,verified
BNK192015,APP86507647,XXXXXXXX8796,RAVI0719906,hdfc bank,Verified
BNK547717,APP60892614,XXXXXXXX5969,LMEE0726120,kotak bank,Verified
BNK540588,APP42847807,XXXXXXXX7804,VCJL0891305,HDFC Bank,Verified
BNK804505,APP97378769,XXXXXXXX7299,BNSC0206548,State Bank of India,verified
BNK873985,APP97306888,XXXXXXXX3737,AJQX0379288,ICICI Bank,Verified
BNK240705,APP52306123,XXXXXXXX6098,WASJ0535093,Kotak Mahindra Bank,verified
BNK515341,APP43690595,XXXXXXXX6970,ZPQC0047629,Axis Bank,Verified
BNK960464,APP29156742,XXXXXXXX5316,BIVI0878324,Kotak Mahindra,verified
BNK303455,APP97057981,XXXXXXXX7823,TUAA0634463,icici bank,verified
BNK476652,APP20797135,XXXXXXXX6035,DUFG0112460,kotak bank,verified
BNK891059,APP95158610,XXXXXXXX8666,VXTS0726546,PNB,Verified
BNK264109,APP72695578,XXXXXXXX0317,QODZ0330199,icici bank,Verified
BNK720409,APP72856064,XXXXXXXX7240,ezbt0891102,Hdfc bank Ltd,verified
BNK790037,APP60693722,XXXXXXXX9062,ARFU0591512,AXIS BANK,Verified
BNK927050,APP51791133,XXXXXXXX7265,VFTT0261230,Kotak Mahindra,verified
BNK917053,APP01495131,XXXXXXXX5684,INXW0605344,HDFC Bank,verified
BNK091038,APP63780157,XXXXXXXX3112,FEGL0935037,HDFC BANK,verified
BNK908717,APP41284387,XXXXXXXX4837,UMEC0169736,SBI,verified
BNK157101,APP26649978,XXXXXXXX6785,BCSF0316891,Kotak Mahindra Bank,Verified
BNK355720,APP87147494,XXXXXXXX6865,ODOX0351084,Icici Bank Ltd,verified
BNK922228,APP65834765,XXXXXXXX7827,OPLF0287242,SBI,verified
BNK348445,APP97483420,XXXXXXXX7802,OIIL0671878,AXIS BANK,verified
BNK312577,APP83373944,XXXXXXXX4836,PFST0899191,HDFC BANK,verified
BNK270255,APP21318343,XXXXXXXX1768,irjx0535417,Axis Bank,Verified
BNK265934,APP18716541,XXXXXXXX6347,WUXD0220991,Hdfc bank Ltd,verified
BNK578897,APP47307517,XXXXXXXX1846,RWLP0808144,AXIS BANK,verified
BNK123272,APP20502989,XXXXXXXX2286,RITJ0422144,Kotak Mahindra,verified
BNK960935,APP86457530,XXXXXXXX9647,AZTO0004540,hdfc bank,Verified
BNK794857,APP28459584,XXXXXXXX1766,CRYH0000967,ICICI BANK,Verified
BNK320904,APP79610649,XXXXXXXX0647,BMUC0660331,SBI,Verified
BNK840849,APP33657884,XXXXXXXX8584,TJOP0456659,Icici Bank Ltd,Verified
BNK188470,APP56198008,XXXXXXXX8960,NSKQ0275560,Punjab National Bank,Verified
BNK396180,APP11849382,XXXXXXXX9352,AKGR0765140,AXIS BANK,verified
BNK780099,APP00490821,XXXXXXXX1311,ORCS0551068,icici bank,Verified
BNK773507,APP22456273,XXXXXXXX9501,hbfu0840667,Kotak Mahindra,Verified
BNK085913,APP87415292,XXXXXXXX4879,DORV0070686,ICICI Bank,verified
BNK817056,APP10300312,XXXXXXXX6174,TVJV0558171,PNB,Verified
BNK248379,APP43840352,XXXXXXXX9213,ARCG0837777,State Bank of India,Verified
BNK609275,APP09917646,XXXXXXXX5159,ODWR0029400,state bank of india,verified
BNK123289,APP50996375,XXXXXXXX6226,CJOS0442796,ICICI Bank,Verified
BNK932327,APP72977293,XXXXXXXX5283,KWQJ0560062,axis bank,verified
BNK427773,APP29182517,XXXXXXXX4911,QUQU0786726,Kotak Mahindra Bank,Verified
BNK789100,APP43778071,XXXXXXXX6970,TXWR0651060,Kotak Mahindra,Verified
BNK910888,APP59567575,XXXXXXXX5644,EBTY0519516,HDFC BANK,Verified
BNK268584,APP63898385,XXXXXXXX8775,CSIG0360103,PNB,verified
BNK115683,APP11011831,XXXXXXXX3472,YAZI0446448,punjab national bank,Verified
BNK630602,APP19211803,XXXXXXXX5274,TOQM0028731,icici bank,verified
BNK205360,APP15722210,XXXXXXXX4018,QDGY0881359,kotak bank,verified
BNK985408,APP43469591,XXXXXXXX5182,ASGG0269052,punjab national bank,verified
BNK471368,APP82341576,XXXXXXXX9995,UWPQ0000247,Kotak Mahindra Bank,Verified
BNK066802,APP48931408,XXXXXXXX2233,PCAV0335959,Kotak Mahindra,Verified
BNK068991,APP02346422,XXXXXXXX5161,EIQO0982750,SBI,verified
BNK680420,APP17703091,XXXXXXXX9416,YROA0365518,HDFC Bank,Verified
BNK390280,APP76187711,XXXXXXXX5963,BNVK0150875,axis bank,Verified
BNK354217,APP86728405,XXXXXXXX9641,EEPN0525170,Kotak Mahindra Bank,Verified
BNK273843,APP49199762,XXXXXXXX5549,SZRL0772914,S.B.I.,verified
BNK475289,APP00069489,XXXXXXXX9975,VNGK0999477,hdfc bank,verified
BNK331281,APP77961692,XXXXXXXX3060,SKUR0890850,icici bank,verified
BNK483836,APP79657225,XXXXXXXX8699,ICCU0856676,ICICI Bank,verified
BNK585250,APP96707289,XXXXXXXX2945,JYMK0185911,ICICI BANK,verified
BNK275509,APP66511647,XXXXXXXX5275,TUTL0633238,HDFC BANK,Verified
BNK650741,APP30517428,XXXXXXXX2327,QZWL0407567,Axis Bank,verified
BNK427085,APP21977188,XXXXXXXX9706,ZAFG0740069,HDFC Bank,verified
BNK556029,APP87817966,XXXXXXXX9557,PHDR0599281,Axis Bank,verified
BNK508896,APP82057271,XXXXXXXX8899,EQLS0326724,hdfc bank,verified
BNK176409,APP00713340,XXXXXXXX9587,MPCF0834076,ICICI Bank,verified
BNK999501,APP05881568,XXXXXXXX0474,HDQH0414077,State Bank of India,Verified
BNK375458,APP22160560,XXXXXXXX4217,EYWM0666673,PNB,Verified
BNK792461,APP46331744,XXXXXXXX2120,DLRN0616799,SBI,Verified
BNK938382,APP99440171,XXXXXXXX8153,ETTL0347754,Icici Bank Ltd,verified
BNK514643,APP66542293,XXXXXXXX8168,OFWM0969149,ICICI BANK,verified
BNK926504,APP82739586,XXXXXXXX6238,MXDH0165720,SBI,Verified
BNK254954,APP34859624,XXXXXXXX6564,JAPE0607088,AXIS BANK,verified
BNK511580,APP86332425,XXXXXXXX9204,ndoo0674133,HDFC Bank,Verified
BNK399775,APP70066399,XXXXXXXX3648,BTQE0458624,Kotak Mahindra,verified
BNK543390,APP48224318,XXXXXXXX4140,RYWY0985248,Icici Bank Ltd,Verified
BNK139302,APP45563208,XXXXXXXX0884,PVXZ0401851,ICICI BANK,verified
BNK389732,APP34570484,XXXXXXXX1530,PXPQ0344508,ICICI BANK,Verified
BNK489769,APP99814849,XXXXXXXX0586,NZFF0537456,Kotak Mahindra,Verified
BNK310338,APP80027137,XXXXXXXX7523,VYUX0845355,Icici Bank Ltd,Verified
BNK692088,APP08128580,XXXXXXXX4982,OCWT0838527,Kotak Mahindra Bank,verified
BNK902403,APP72448105,XXXXXXXX5208,RDKZ0642876,punjab national bank,verified
BNK469481,APP39337920,XXXXXXXX6394,HMSB0513578,hdfc bank,verified
BNK716096,APP51620948,XXXXXXXX3450,CQKP0103983,kotak bank,verified
BNK874393,APP18223239,XXXXXXXX8007,OKJB0280593,state bank of india,verified
BNK629348,APP99370742,XXXXXXXX1622,ECGF0357333,state bank of india,verified
BNK382599,APP66390785,XXXXXXXX9106,RFTW0499378,SBI,verified
BNK020571,APP15579834,XXXXXXXX7512,dqas0508254,axis bank,Verified
BNK473683,APP99893399,XXXXXXXX4276,QMZA0533929,axis bank,verified
BNK808994,APP89741262,XXXXXXXX5906,ZKSZ0108479,State Bank of India,verified
BNK274720,APP38579434,XXXXXXXX4407,GKHF0736856,punjab national bank,verified
BNK057107,APP13498134,XXXXXXXX6949,RCRK0378002,HDFC BANK,Verified
BNK468488,APP10536824,XXXXXXXX5515,QEXN0385233,axis bank,verified
BNK800336,APP50947460,XXXXXXXX0267,ONOZ0869211,Icici Bank Ltd,verified
BNK400483,APP03389445,XXXXXXXX7447,LQCN0812241,hdfc bank,Verified
BNK999109,APP44676031,XXXXXXXX3937,MAMS0105270,AXIS BANK,verified
BNK722395,APP92228626,XXXXXXXX4735,NFIZ0491073,icici bank,verified
BNK927616,APP76444906,XXXXXXXX9380,IMXP0632659,Punjab National Bank,Verified
BNK230450,APP57635654,XXXXXXXX2255,gvwh0817649,Hdfc bank Ltd,verified
BNK837753,APP63936108,XXXXXXXX3478,GAJS0398803,hdfc bank,verified
BNK615093,APP89774165,XXXXXXXX4811,NPYN0669496,Axis Bank,Verified
BNK830496,APP76995074,XXXXXXXX7780,LQNE0457695,kotak bank,Verified
BNK112877,APP27229797,XXXXXXXX9225,ZUHB0632136,punjab national bank,verified
BNK007940,APP10004152,XXXXXXXX5145,TSNO0030618,AXIS BANK,verified
BNK284569,APP05301158,XXXXXXXX4808,QIKW0553169,kotak bank,verified
BNK006013,APP29613426,XXXXXXXX3404,ANAM0722225,kotak bank,verified
BNK766471,APP35260512,XXXXXXXX0622,FZCV0670773,ICICI Bank,verified
BNK428458,APP05656766,XXXXXXXX9261,SZTX0562863,hdfc bank,verified
BNK588208,APP10938667,XXXXXXXX9450,XUJP0382874,PNB,Verified
BNK992975,APP93736484,XXXXXXXX5425,MSAI0870411,AXIS BANK,Verified
BNK588677,APP39179578,XXXXXXXX5606,XRJT0263294,HDFC BANK,verified
BNK786681,APP94990442,XXXXXXXX0851,ZJJF0820061,hdfc bank,Verified
BNK340668,APP23733854,XXXXXXXX9060,QRUM0569579,PNB,verified
BNK562730,APP28573969,XXXXXXXX0704,EOFA0613749,hdfc bank,verified
BNK169142,APP50769348,XXXXXXXX8245,XRSO0158509,S.B.I.,Verified
BNK705436,APP72232999,XXXXXXXX7615,QYEP0467065,Kotak Mahindra,Verified
BNK228882,APP49732446,XXXXXXXX7354,OXCM0844413,Axis Bank,verified
BNK111799,APP42186980,XXXXXXXX4865,EGAS0979010,AXIS BANK,Verified
BNK039800,APP95948612,XXXXXXXX1335,FRBM0269152,kotak bank,verified
BNK992828,APP25443858,XXXXXXXX3609,XKGU0937826,HDFC Bank,Verified
BNK724880,APP10942092,XXXXXXXX3687,IUQA0414709,Icici Bank Ltd,verified
BNK373082,APP14242459,XXXXXXXX4299,NVWQ0161389,AXIS BANK,Verified
BNK398366,APP37330056,XXXXXXXX5420,NCWM0939647,ICICI BANK,Verified
BNK687841,APP71550653,XXXXXXXX7083,RWNQ0212331,ICICI BANK,verified
BNK073142,APP41386336,XXXXXXXX4464,HTGW0595820,state bank of india,verified
BNK268717,APP02132495,XXXXXXXX4750,BVUF0290283,state bank of india,Verified
BNK587268,APP78678812,XXXXXXXX7203,RJJE0390735,Kotak Mahindra Bank,verified
BNK465452,APP22713691,XXXXXXXX3381,OHHH0226650,Axis Bank,Verified
BNK173240,APP10343672,XXXXXXXX2766,QNKP0554233,AXIS BANK,Verified
BNK623990,APP67677692,XXXXXXXX5166,ANBZ0267646,ICICI BANK,verified
BNK322175,APP28008595,XXXXXXXX1255,ubkg0178832,Punjab National Bank,Verified
BNK034815,APP46239597,XXXXXXXX7210,OUYT0390918,axis bank,verified
BNK246921,APP31397154,XXXXXXXX9797,WNUM0972113,ICICI Bank,Verified
BNK081731,APP28044028,XXXXXXXX8679,bysz0112260,Hdfc bank Ltd,verified
BNK142279,APP81655334,XXXXXXXX8474,JFSL0202897,Icici Bank Ltd,Verified
BNK110198,APP10549518,XXXXXXXX0177,AJRL0399589,kotak bank,Verified
BNK297919,APP28652327,XXXXXXXX0106,SOHF0296148,icici bank,Verified
BNK878200,APP99841383,XXXXXXXX3236,NXZL0285176,ICICI BANK,Verified
BNK440109,APP57702968,XXXXXXXX9043,XEFP0363453,Punjab National Bank,Verified
BNK841409,APP41144256,XXXXXXXX2584,PMAK0415795,axis bank,Verified
BNK141780,APP53867437,XXXXXXXX2563,PGTT0064545,Kotak Mahindra Bank,verified
BNK945866,APP46720950,XXXXXXXX9340,tyuy0355476,HDFC BANK,verified
BNK200025,APP49574959,XXXXXXXX3852,SQYI0776453,Hdfc bank Ltd,verified
BNK779134,APP07703572,XXXXXXXX7054,RTTF0638629,Kotak Mahindra,verified
BNK491416,APP75616616,XXXXXXXX4087,WOSL0055666,Axis Bank,verified
BNK649446,APP56351340,XXXXXXXX8468,POZU0755019,Axis Bank,verified
BNK111302,APP96989457,XXXXXXXX1356,DICO0082801,SBI,Verified
BNK769319,APP81671146,XXXXXXXX6361,REVO0356405,HDFC Bank,Verified
BNK493296,APP17210620,XXXXXXXX2665,KPBQ0636446,state bank of india,verified
BNK721890,APP83097187,XXXXXXXX3119,XBRV0988222,ICICI BANK,verified
BNK993983,APP77780055,XXXXXXXX6239,TIUA0542150,ICICI Bank,verified
BNK441054,APP57406592,XXXXXXXX3999,LVES0481086,HDFC BANK,Verified
BNK643479,APP77606124,XXXXXXXX3895,XLCS0342143,Kotak Mahindra,verified
BNK382025,APP24324791,XXXXXXXX5770,SJVM0107726,AXIS BANK,verified
BNK083874,APP86112966,XXXXXXXX9860,TTEB0422515,Kotak Mahindra,Verified
BNK953115,APP46650769,XXXXXXXX7941,AQVZ0600768,kotak bank,Verified
BNK961853,APP66433555,XXXXXXXX8170,GSOU0013446,S.B.I.,Verified
BNK449023,APP30809813,XXXXXXXX4542,VRTE0513837,punjab national bank,Verified
BNK947315,APP85952197,XXXXXXXX9335,JNHF0657845,axis bank,verified
BNK965298,APP48180293,XXXXXXXX0733,FULX0509447,ICICI BANK,verified
BNK597693,APP97867624,XXXXXXXX4266,DPPQ0148621,Kotak Mahindra,verified
BNK367371,APP53845589,XXXXXXXX0023,PATH0703369,Axis Bank,Verified
BNK330123,APP92165636,XXXXXXXX9474,BHNQ0971778,Icici Bank Ltd,Verified
BNK323620,APP84290765,XXXXXXXX8120,BARX0637070,punjab national bank,Verified
BNK917689,APP10113919,XXXXXXXX0180,PZYT0520773,HDFC BANK,verified
BNK737772,APP35091442,XXXXXXXX9176,RZBH0767898,Kotak Mahindra Bank,Verified
BNK111117,APP63594252,XXXXXXXX3180,LHDR0204278,hdfc bank,verified
